0.314730 0.408601 0.243171 1.570171 0.398695 0.398695 0.383384 0.383384
0.526088 0.451812 0.764584 0.186944 0.188579 0.188579 0.367188 0.367188
-0.261859 0.465438 0.780683 1.568424 0.644153 0.644153 0.531524 0.531524
0.197930 0.513834 0.658543 1.389389 0.428617 0.428617 0.423611 0.423611
-0.415793 0.451561 0.501580 1.002787 0.610577 0.610577 0.721032 0.721032
-0.553681 0.555656 0.274619 0.900693 0.648615 0.648615 0.823415 0.823415
0.104302 0.502759 0.869676 1.534775 0.536774 0.536774 0.392806 0.392806
0.341217 0.419036 0.454812 1.467276 0.372235 0.372235 0.378187 0.378187
-0.077874 0.470801 0.349344 0.642610 0.491016 0.491016 0.560600 0.560600
-0.131878 0.406225 0.437516 1.485534 0.553329 0.553329 0.536932 0.536932
-0.358220 0.314941 0.496207 1.339858 0.620671 0.620671 0.633059 0.633059
-0.193947 0.490904 0.298174 0.292744 0.538411 0.538411 0.586451 0.586451
0.009708 0.608360 0.280336 1.553657 0.490659 0.490659 0.500363 0.500363
-0.049127 0.367563 0.151972 1.564373 0.534062 0.534062 0.495597 0.495597
0.695285 0.487094 0.603574 0.629489 0.019718 0.019718 0.301649 0.301649
-0.531092 0.346213 0.663180 1.390886 0.691090 0.691090 0.721437 0.721437
0.614947 0.604222 0.800049 0.452491 0.033847 0.033847 0.335938 0.335938
0.170529 0.271484 0.870796 1.043652 0.426420 0.426420 0.448568 0.448568
-0.207941 0.599004 0.722960 1.196218 0.559152 0.559152 0.603579 0.603579
0.385267 0.296042 0.813712 1.022951 0.321130 0.321130 0.381104 0.381104
-0.433798 0.506920 0.664073 1.238667 0.639323 0.639323 0.716596 0.716596
0.007969 0.332727 0.335315 0.662234 0.489583 0.489583 0.503397 0.503397
-0.246101 0.273629 0.585596 0.805443 0.561492 0.561492 0.607812 0.607812
-0.211056 0.302821 0.835374 0.424708 0.536659 0.536659 0.616575 0.616575
-0.050457 0.398740 0.445777 0.786983 0.486269 0.486269 0.547276 0.547276
0.540844 0.586115 0.522604 0.898907 0.150452 0.150452 0.353281 0.353281
0.292711 0.488203 0.221740 1.377479 0.371490 0.371490 0.413234 0.413234
0.190259 0.575471 0.633273 0.534938 0.358861 0.358861 0.488898 0.488898
0.586438 0.443343 0.715971 1.086339 0.157175 0.157175 0.314264 0.314264
-0.177788 0.460536 0.678838 0.372994 0.511719 0.511719 0.618877 0.618877
-0.071971 0.566919 0.368786 0.622435 0.475511 0.475511 0.575942 0.575942
-0.588243 0.591184 0.467709 1.228520 0.680859 0.680859 0.863720 0.863720
-0.284343 0.553765 0.637392 0.246221 0.542101 0.542101 0.679087 0.679087
0.379452 0.556659 0.644310 0.531984 0.260145 0.260145 0.419347 0.419347
-0.312349 0.415690 0.020124 1.192325 0.596429 0.596429 0.608603 0.608603
-0.269545 0.458553 0.816328 0.817255 0.557002 0.557002 0.656798 0.656798
0.665156 0.401359 0.852884 1.126760 0.099229 0.099229 0.268703 0.268703
0.566226 0.295236 0.737092 1.386283 0.272971 0.272971 0.287012 0.287012
0.062160 0.434429 0.509523 1.272319 0.462636 0.462636 0.490039 0.490039
-0.088110 0.267924 0.310423 0.780747 0.533067 0.533067 0.519170 0.519170
0.428923 0.277347 0.508013 1.072881 0.319346 0.319346 0.367708 0.367708
0.323585 0.428103 0.143052 1.026367 0.366545 0.366545 0.408499 0.408499
-0.070012 0.500911 0.566740 0.212118 0.477783 0.477783 0.569780 0.569780
0.409928 0.416957 0.366560 1.202195 0.309740 0.309740 0.378654 0.378654
0.493528 0.582322 0.560305 0.366427 0.190616 0.190616 0.383878 0.383878
-0.371008 0.601203 0.051131 0.483243 0.591797 0.591797 0.658203 0.658203
0.254369 0.366803 0.539320 0.513280 0.375000 0.375000 0.443660 0.443660
0.296507 0.427313 0.646031 0.608325 0.330150 0.330150 0.439290 0.439290
-0.165703 0.536513 0.331297 0.531100 0.515039 0.515039 0.602586 0.602586
0.627296 0.269661 0.631655 1.565228 0.286038 0.286038 0.250751 0.250751
-0.405706 0.357200 0.663644 1.369995 0.646432 0.646432 0.654842 0.654842
0.457231 0.457128 0.518602 1.562024 0.333343 0.333343 0.324498 0.324498
0.152521 0.479979 0.795011 0.622259 0.384863 0.384863 0.493200 0.493200
-0.654648 0.475950 0.483472 0.940065 0.689986 0.689986 0.921692 0.921692
0.037447 0.442172 0.627393 1.204378 0.468841 0.468841 0.501563 0.501563
0.484220 0.271550 0.421207 1.269730 0.312916 0.312916 0.338759 0.338759
-0.347133 0.322159 0.397358 1.324141 0.614126 0.614126 0.628646 0.628646
-0.098605 0.278775 0.686053 0.470862 0.508301 0.508301 0.557639 0.557639
-0.372548 0.311432 0.140596 1.336385 0.628441 0.628441 0.613026 0.613026
-0.498516 0.586460 0.511563 1.234510 0.650391 0.650391 0.782014 0.782014
-0.395775 0.602962 0.711856 0.503251 0.581543 0.581543 0.761502 0.761502
0.310597 0.382627 0.389805 1.191484 0.363886 0.363886 0.409424 0.409424
-0.471195 0.299311 0.719238 0.892765 0.634968 0.634968 0.735844 0.735844
-0.024182 0.290307 0.764576 1.394059 0.534319 0.534319 0.480329 0.480329
0.011765 0.423439 0.444591 1.309070 0.484096 0.484096 0.505762 0.505762
-0.427433 0.599697 0.030804 0.913222 0.607187 0.607187 0.715151 0.715151
